2024-01-22 09:00:57,582 INFO    StreamThr :3626835 [internal.py:wandb_internal():86] W&B internal server running at pid: 3626835, started at: 2024-01-22 09:00:57.582114
2024-01-22 09:00:57,584 DEBUG   HandlerThread:3626835 [handler.py:handle_request():144] handle_request: status
2024-01-22 09:00:57,594 INFO    WriterThread:3626835 [datastore.py:open_for_write():85] open: /workspace/UPRTH/wandb/run-20240122_090057-ar20hmn3/run-ar20hmn3.wandb
2024-01-22 09:00:57,594 DEBUG   SenderThread:3626835 [sender.py:send():379] send: header
2024-01-22 09:00:57,595 DEBUG   SenderThread:3626835 [sender.py:send():379] send: run
2024-01-22 09:00:58,473 INFO    SenderThread:3626835 [dir_watcher.py:__init__():211] watching files in: /workspace/UPRTH/wandb/run-20240122_090057-ar20hmn3/files
2024-01-22 09:00:58,473 INFO    SenderThread:3626835 [sender.py:_start_run_threads():1121] run started: ar20hmn3 with start time 1705914057.581372
2024-01-22 09:00:58,478 DEBUG   SenderThread:3626835 [sender.py:send_request():406] send_request: summary_record
2024-01-22 09:00:58,479 INFO    SenderThread:3626835 [sender.py:_save_file():1375] saving file wandb-summary.json with policy end
2024-01-22 09:00:58,588 DEBUG   HandlerThread:3626835 [handler.py:handle_request():144] handle_request: check_version
2024-01-22 09:00:58,588 DEBUG   SenderThread:3626835 [sender.py:send_request():406] send_request: check_version
2024-01-22 09:00:59,331 DEBUG   HandlerThread:3626835 [handler.py:handle_request():144] handle_request: run_start
2024-01-22 09:00:59,366 DEBUG   HandlerThread:3626835 [system_info.py:__init__():31] System info init
2024-01-22 09:00:59,366 DEBUG   HandlerThread:3626835 [system_info.py:__init__():46] System info init done
2024-01-22 09:00:59,366 INFO    HandlerThread:3626835 [system_monitor.py:start():181] Starting system monitor
2024-01-22 09:00:59,366 INFO    SystemMonitor:3626835 [system_monitor.py:_start():145] Starting system asset monitoring threads
2024-01-22 09:00:59,366 INFO    HandlerThread:3626835 [system_monitor.py:probe():201] Collecting system info
2024-01-22 09:00:59,367 INFO    SystemMonitor:3626835 [interfaces.py:start():190] Started cpu monitoring
2024-01-22 09:00:59,367 INFO    SystemMonitor:3626835 [interfaces.py:start():190] Started disk monitoring
2024-01-22 09:00:59,368 INFO    SystemMonitor:3626835 [interfaces.py:start():190] Started gpu monitoring
2024-01-22 09:00:59,370 INFO    SystemMonitor:3626835 [interfaces.py:start():190] Started memory monitoring
2024-01-22 09:00:59,371 INFO    SystemMonitor:3626835 [interfaces.py:start():190] Started network monitoring
2024-01-22 09:00:59,450 DEBUG   HandlerThread:3626835 [system_info.py:probe():195] Probing system
2024-01-22 09:00:59,452 DEBUG   HandlerThread:3626835 [gitlib.py:_init_repo():53] git repository is invalid
2024-01-22 09:00:59,452 DEBUG   HandlerThread:3626835 [system_info.py:probe():240] Probing system done
2024-01-22 09:00:59,452 DEBUG   HandlerThread:3626835 [system_monitor.py:probe():210] {'os': 'Linux-5.15.0-83-generic-x86_64-with-glibc2.35', 'python': '3.10.12', 'heartbeatAt': '2024-01-22T09:00:59.451069', 'startedAt': '2024-01-22T09:00:57.572384', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': '/workspace/UPRTH/sweep.py', 'codePath': 'sweep.py', 'host': '470e8c8e5128', 'username': 'root', 'executable': '/bin/python3', 'cpu_count': 32, 'cpu_count_logical': 64, 'cpu_freq': {'current': 2369.1404531249996, 'min': 800.0, 'max': 3500.0}, 'cpu_freq_per_core': [{'current': 2869.681, 'min': 800.0, 'max': 3500.0}, {'current': 2763.628, 'min': 800.0, 'max': 3500.0}, {'current': 2838.323, 'min': 800.0, 'max': 3500.0}, {'current': 2865.024, 'min': 800.0, 'max': 3500.0}, {'current': 2693.459, 'min': 800.0, 'max': 3500.0}, {'current': 2992.639, 'min': 800.0, 'max': 3500.0}, {'current': 1300.0, 'min': 800.0, 'max': 3500.0}, {'current': 2887.628, 'min': 800.0, 'max': 3500.0}, {'current': 2922.224, 'min': 800.0, 'max': 3500.0}, {'current': 2665.959, 'min': 800.0, 'max': 3500.0}, {'current': 2668.275, 'min': 800.0, 'max': 3500.0}, {'current': 2893.88, 'min': 800.0, 'max': 3500.0}, {'current': 800.0, 'min': 800.0, 'max': 3500.0}, {'current': 2862.573, 'min': 800.0, 'max': 3500.0}, {'current': 2870.956, 'min': 800.0, 'max': 3500.0}, {'current': 2924.815, 'min': 800.0, 'max': 3500.0}, {'current': 3000.0, 'min': 800.0, 'max': 3500.0}, {'current': 800.0, 'min': 800.0, 'max': 3500.0}, {'current': 2862.027, 'min': 800.0, 'max': 3500.0}, {'current': 2859.154, 'min': 800.0, 'max': 3500.0}, {'current': 2861.247, 'min': 800.0, 'max': 3500.0}, {'current': 2666.444, 'min': 800.0, 'max': 3500.0}, {'current': 2667.392, 'min': 800.0, 'max': 3500.0}, {'current': 2887.472, 'min': 800.0, 'max': 3500.0}, {'current': 2681.882, 'min': 800.0, 'max': 3500.0}, {'current': 2666.415, 'min': 800.0, 'max': 3500.0}, {'current': 2559.983, 'min': 800.0, 'max': 3500.0}, {'current': 3500.0, 'min': 800.0, 'max': 3500.0}, {'current': 2868.926, 'min': 800.0, 'max': 3500.0}, {'current': 2673.232, 'min': 800.0, 'max': 3500.0}, {'current': 1078.757, 'min': 800.0, 'max': 3500.0}, {'current': 2996.513, 'min': 800.0, 'max': 3500.0}, {'current': 2857.166, 'min': 800.0, 'max': 3500.0}, {'current': 2747.005, 'min': 800.0, 'max': 3500.0}, {'current': 2824.161, 'min': 800.0, 'max': 3500.0}, {'current': 2845.404, 'min': 800.0, 'max': 3500.0}, {'current': 2750.888, 'min': 800.0, 'max': 3500.0}, {'current': 1600.0, 'min': 800.0, 'max': 3500.0}, {'current': 1400.0, 'min': 800.0, 'max': 3500.0}, {'current': 2879.595, 'min': 800.0, 'max': 3500.0}, {'current': 2883.333, 'min': 800.0, 'max': 3500.0}, {'current': 800.0, 'min': 800.0, 'max': 3500.0}, {'current': 800.0, 'min': 800.0, 'max': 3500.0}, {'current': 2868.119, 'min': 800.0, 'max': 3500.0}, {'current': 1900.0, 'min': 800.0, 'max': 3500.0}, {'current': 2850.369, 'min': 800.0, 'max': 3500.0}, {'current': 2843.564, 'min': 800.0, 'max': 3500.0}, {'current': 3500.0, 'min': 800.0, 'max': 3500.0}, {'current': 800.0, 'min': 800.0, 'max': 3500.0}, {'current': 2500.0, 'min': 800.0, 'max': 3500.0}, {'current': 2850.401, 'min': 800.0, 'max': 3500.0}, {'current': 2847.562, 'min': 800.0, 'max': 3500.0}, {'current': 2849.902, 'min': 800.0, 'max': 3500.0}, {'current': 800.0, 'min': 800.0, 'max': 3500.0}, {'current': 3100.0, 'min': 800.0, 'max': 3500.0}, {'current': 2904.372, 'min': 800.0, 'max': 3500.0}, {'current': 2695.512, 'min': 800.0, 'max': 3500.0}, {'current': 800.0, 'min': 800.0, 'max': 3500.0}, {'current': 800.0, 'min': 800.0, 'max': 3500.0}, {'current': 2734.363, 'min': 800.0, 'max': 3500.0}, {'current': 2845.499, 'min': 800.0, 'max': 3500.0}, {'current': 800.0, 'min': 800.0, 'max': 3500.0}, {'current': 2700.0, 'min': 800.0, 'max': 3500.0}, {'current': 800.0, 'min': 800.0, 'max': 3500.0}], 'disk': {'total': 1758.8579597473145, 'used': 946.0658340454102}, 'gpu': 'NVIDIA A800-SXM4-80GB', 'gpu_count': 1, 'gpu_devices': [{'name': 'NVIDIA A800-SXM4-80GB', 'memory_total': 85899345920}], 'memory': {'total': 503.3061103820801}}
2024-01-22 09:00:59,453 INFO    HandlerThread:3626835 [system_monitor.py:probe():211] Finished collecting system info
2024-01-22 09:00:59,453 INFO    HandlerThread:3626835 [system_monitor.py:probe():214] Publishing system info
